Node ID,Time,U,V,Water Depth,Velocity mag.,Water surface,Inflow
1,310,-0.05858303,-0.1565717,6.152296,0.1671725,25.00375,4.17994
2,310,-0.01196579,0.01387425,6.621973,0.01832144,22.96711,0.42079
3,310,-0.05858304,-0.1565717,7.501463,0.1671725,23.97343,4.0077
4,310,-0.00903937,0.01557024,5.864702,0.01800396,22.88351,0.41199
5,310,-0.05858304,-0.1565717,8.580441,0.1671725,25.43568,4.25215
6,310,-0.007127762,0.009892991,3.312187,0.01219329,22.81812,0.27823
7,310,-0.05858304,-0.1565716,8.159977,0.1671725,30.54138,5.10568
8,310,0.0009231296,0.001971341,4.086274,0.002176776,26.15448,0.05693
9,310,-0.05858304,-0.1565717,7.685372,0.1671725,28.86814,4.82596
10,310,0.0001951817,0.002230354,4.783199,0.002238878,21.79442,0.0488
11,310,-0.05858305,-0.1565717,5.850943,0.1671726,23.29008,3.89346
12,310,-0.000268135,0.001904559,4.801433,0.001923341,22.11083,0.04253
13,310,-0.05858304,-0.1565716,3.399638,0.1671725,21.49361,3.59314
14,310,-0.001480853,0.001740019,4.931839,0.002284861,25.3913,0.05802
15,310,-0.0896427,-0.1520119,4.115447,0.176475,27.53964,4.86006
16,310,-0.001527583,0.002302995,4.904872,0.002763565,26.7435,0.07391
17,310,-0.1083827,-0.221863,5.846037,0.246921,24.51831,6.05409
18,310,-0.002175855,0.003342782,3.753877,0.003988551,23.05717,0.09196
19,310,0.03634703,-0.2019421,8.245357,0.205187,30.82977,6.32587
20,310,-0.004188982,0.002906929,2.631284,0.005098804,24.94291,0.12718
21,310,-0.07890102,-0.2718408,7.025585,0.2830597,24.4395,6.91784
22,310,-0.004269962,0.002348497,2.265767,0.004873194,19.38771,0.09448
23,310,-0.09356558,-0.0679923,7.896276,0.115661,24.815,2.87013
24,310,-0.004802095,0.0008745855,2.450901,0.004881088,19.70113,0.09616
25,310,-0.08192673,-0.2811932,6.844298,0.292885,27.44776,8.03904
26,310,-0.004091092,0.0001202625,2.928434,0.00409286,21.11772,0.08643
27,310,-0.04555885,-0.03962988,4.286207,0.06038325,27.47993,1.65933
28,310,-0.003229874,-0.0006875836,3.178701,0.003302251,23.77002,0.07849
29,310,-0.192481,-0.4558372,2.751354,0.4948096,21.28278,10.53092
30,310,-0.002120654,-0.0009254935,3.293975,0.002313809,21.36164,0.04943
31,310,-0.1001534,-0.1701865,4.612289,0.1974694,22.39208,4.42175
32,310,-0.001223351,0.0001074366,3.346555,0.001228059,23.11672,0.02839
33,310,-0.09391327,-0.1336851,5.763363,0.163375,23.31215,3.80862
34,310,-0.001506091,0.0001903494,3.186933,0.001518072,26.07738,0.03959
35,310,-0.1016493,-0.159143,5.453325,0.1888361,28.47843,5.37775
36,310,-0.000804802,0.002179773,2.529986,0.0023236,19.85114,0.04613
37,310,-0.09506006,-0.1611735,3.575531,0.1871184,21.0251,3.93418
38,310,-0.08767514,0.100685,9.506441,0.133508,26.74243,3.57033
39,310,-0.1333644,-0.3541583,4.742996,0.3784365,21.71312,8.21704
40,310,-0.08499997,0.1087544,12.8369,0.1380308,33.08663,4.56698
41,310,-0.01822115,-0.03053749,7.815693,0.03556049,25.95886,0.92311
42,310,-0.106755,0.08734861,15.62152,0.1379362,32.83887,4.52967
43,310,-0.1059608,-0.1375319,8.087124,0.1736166,31.20033,5.4169
44,310,-0.07229764,0.1017293,14.9977,0.124803,35.01328,4.36976
45,310,-0.1349554,-0.238544,6.787117,0.2740734,25.3922,6.95933
46,310,-0.0381327,0.01417026,1.447954,0.04068046,19.50305,0.79339
47,310,-0.034318,-0.2157802,7.660205,0.2184922,24.49411,5.35177
48,310,-0.06987454,0.07307243,8.780052,0.1011041,25.57412,2.58565
49,310,-0.01756587,-0.05009997,4.451195,0.05309017,21.27811,1.12966
50,310,-0.006854707,0.01498205,6.976219,0.01647571,24.59196,0.40517
51,310,-0.09376574,-0.1784787,6.826096,0.2016102,26.58265,5.35933
52,310,-0.008536338,0.01895619,7.156374,0.02078957,24.06262,0.50025
53,310,-0.1215551,-0.2878692,2.796422,0.312481,25.83567,8.07315
54,310,-0.008138882,0.01472551,5.399395,0.01682504,28.75044,0.48373
55,310,-0.06585228,-0.1198563,5.227905,0.1367555,22.746,3.11064
56,310,-0.009917784,0.01442537,2.896635,0.01750582,20.20898,0.35377
57,310,-0.1137375,-0.1622374,6.026409,0.1981343,23.22615,4.6019
58,310,-0.005673124,0.01338868,6.392634,0.01454102,26.4611,0.38477
59,310,-0.1013884,-0.1418548,7.32592,0.1743628,24.97756,4.35516
60,310,-0.007679523,0.01451106,5.296711,0.01641786,22.51856,0.36971
61,310,-0.10471,-0.1535862,7.413277,0.1858841,30.31109,5.63435
62,310,0.0001580573,0.001161684,4.160372,0.001172387,24.49386,0.02872
63,310,-0.1071149,-0.1505169,5.124978,0.1847402,24.40552,4.50868
64,310,-0.0001981624,0.001695101,4.346397,0.001706645,22.46434,0.03834
65,310,-0.09161485,-0.1434971,7.429505,0.1702489,24.23205,4.12548
66,310,-0.0009913719,0.001808295,4.345204,0.002062219,20.72461,0.04274
67,310,-0.101276,-0.1742757,3.261847,0.201566,19.77167,3.9853
68,310,-0.001208197,0.0009941593,4.331046,0.001564638,21.05422,0.03294
69,310,-0.08525679,-0.2498524,4.475188,0.2639979,21.32096,5.62869
70,310,-0.001915123,0.002086809,4.766349,0.002832396,21.77799,0.06168
71,310,-0.02355529,-0.2009596,7.720349,0.2023354,25.38172,5.13562
72,310,-0.002071714,0.002260145,4.790593,0.003065984,24.20186,0.0742
73,310,-0.07337821,-0.113081,7.73921,0.1348023,24.97359,3.3665
74,310,-0.0027591,0.002097789,3.53384,0.003466028,20.48119,0.07099
75,310,-0.0745523,-0.1842999,8.12922,0.1988077,31.10727,6.18436
76,310,-0.003778877,0.001710424,2.58794,0.004147947,26.67822,0.11066
77,310,-0.1110755,-0.1970519,6.723026,0.2262017,24.22246,5.47916
78,310,-0.003143898,0.001314566,3.105605,0.003407665,20.55584,0.07005
79,310,-0.01631033,-0.1580052,4.57127,0.1588448,21.97252,3.49022
80,310,-0.003626473,8.406525E-05,2.783267,0.003627447,22.69507,0.08233
81,310,-0.08592528,-0.1345927,6.915059,0.159682,24.42156,3.89968
82,310,-0.003585616,-0.0004343041,2.857291,0.003611822,20.09169,0.07257
