Node ID,Time,U,V,Water Depth,Velocity mag.,Water surface,Inflow
1,311,-0.05868686,-0.1568491,6.16229,0.1674688,25.01374,4.18902
2,311,-0.01228065,0.01425455,6.631967,0.01881506,22.9771,0.43232
3,311,-0.05868686,-0.1568491,7.511457,0.1674688,23.98343,4.01648
4,311,-0.009241928,0.01591914,5.874696,0.0184074,22.89351,0.42141
5,311,-0.05868686,-0.1568491,8.590437,0.1674688,25.44567,4.26136
6,311,-0.006753982,0.009374201,3.320911,0.01155387,22.82685,0.26374
7,311,-0.05868685,-0.1568491,8.169974,0.1674688,30.55137,5.1164
8,311,0.0009031998,0.001928781,4.096273,0.00212978,26.16448,0.05572
9,311,-0.05868686,-0.1568491,7.695365,0.1674688,28.87813,4.83619
10,311,0.0001867046,0.002171136,4.793198,0.002179149,21.80442,0.04752
11,311,-0.05868686,-0.1568491,5.860936,0.1674688,23.30008,3.90204
12,311,-0.0002610451,0.001867711,4.81143,0.001885865,22.12082,0.04172
13,311,-0.05868685,-0.1568491,3.409632,0.1674688,21.50361,3.60118
14,311,-0.001452232,0.001693451,4.941836,0.002230864,25.4013,0.05667
15,311,-0.08977514,-0.1522364,4.125446,0.1767357,27.54964,4.869
16,311,-0.001494677,0.002225001,4.91487,0.002680427,26.75349,0.07171
17,311,-0.1085137,-0.2221312,5.856033,0.2472195,24.5283,6.06388
18,311,-0.002155111,0.003259504,3.763876,0.003907541,23.06717,0.09014
19,311,0.03647122,-0.2023098,8.255352,0.2055709,30.83976,6.33976
20,311,-0.004122801,0.002771435,2.641283,0.00496773,24.9529,0.12396
21,311,-0.0789649,-0.2723582,7.035582,0.2835744,24.4495,6.93325
22,311,-0.004241918,0.002214798,2.275765,0.00478531,19.39771,0.09282
23,311,-0.09385396,-0.06795022,7.906272,0.1158697,24.825,2.87647
24,311,-0.004731794,0.000723456,2.460898,0.00478678,19.71113,0.09435
25,311,-0.08201639,-0.2819257,6.854297,0.2936134,27.45776,8.06197
26,311,-0.0040308,-1.98629E-05,2.938437,0.004030849,21.12772,0.08516
27,311,-0.045573,-0.03942728,4.296203,0.06026117,27.48992,1.65657
28,311,-0.003113864,-0.0008374554,3.188697,0.003224512,23.78001,0.07668
29,311,-0.1928107,-0.456618,2.76135,0.4956571,21.29278,10.55392
30,311,-0.001995161,-0.001010328,3.303955,0.002236387,21.37161,0.0478
31,311,-0.09993497,-0.1698153,4.622289,0.1970386,22.40208,4.41408
32,311,-0.00109308,-3.725011E-05,3.356559,0.001093715,23.12672,0.02529
33,311,-0.09382778,-0.1335573,5.77336,0.1632213,23.32215,3.80667
34,311,-0.001343384,4.589593E-05,3.196924,0.001344168,26.08737,0.03507
35,311,-0.1014697,-0.15922,5.463324,0.1888044,28.48843,5.37874
36,311,-0.0007024478,0.001902551,2.540049,0.002028086,19.8612,0.04028
37,311,-0.09491053,-0.1609199,3.585529,0.1868241,21.0351,3.92986
38,311,-0.08833414,0.1014418,9.516439,0.1345115,26.75243,3.59851
39,311,-0.1334889,-0.3544888,4.752995,0.3787896,21.72312,8.22849
40,311,-0.08588926,0.1094233,12.84691,0.1391058,33.09663,4.60393
41,311,-0.0180907,-0.03046238,7.825692,0.03542923,25.96886,0.92006
42,311,-0.1073306,0.0876972,15.63149,0.1386025,32.84885,4.55293
43,311,-0.1061243,-0.1376748,8.097122,0.1738296,31.21033,5.42528
44,311,-0.07282334,0.1010529,15.00788,0.1245589,35.02346,4.36248
45,311,-0.1350992,-0.2391232,6.797114,0.2746483,25.4022,6.97667
46,311,-0.03741784,0.01390461,1.453038,0.03991783,19.50814,0.77872
47,311,-0.03424775,-0.2164411,7.670204,0.2191339,24.50411,5.36968
48,311,-0.06896017,0.07137489,8.787954,0.09924657,25.58203,2.53893
49,311,-0.01767825,-0.04977357,4.461194,0.05281978,21.28811,1.12443
50,311,-0.007099117,0.01504768,6.98619,0.01663821,24.60193,0.40933
51,311,-0.0938642,-0.1784827,6.836094,0.2016595,26.59265,5.36266
52,311,-0.008776112,0.01879272,7.166495,0.02074094,24.07274,0.49929
53,311,-0.1218289,-0.2885175,2.806421,0.3131846,25.84566,8.09447
54,311,-0.007899845,0.01402511,5.408045,0.01609693,28.75909,0.46293
55,311,-0.06586017,-0.1198706,5.237906,0.1367718,22.756,3.11238
56,311,-0.009159659,0.01332268,2.902759,0.01616766,20.21511,0.32683
57,311,-0.1137537,-0.162341,6.0364,0.1982284,23.23614,4.60606
58,311,-0.005953613,0.01363298,6.402641,0.01487628,26.47111,0.39379
59,311,-0.1012437,-0.1419795,7.335924,0.1743802,24.98757,4.35734
60,311,-0.007848096,0.01482959,5.306705,0.01677824,22.52856,0.37799
61,311,-0.1047553,-0.1535985,7.423272,0.1859198,30.32109,5.63729
62,311,0.0001541011,0.001132607,4.17037,0.001143042,24.50386,0.02801
63,311,-0.107237,-0.1506163,5.134976,0.184892,24.41552,4.51423
64,311,-0.0001931946,0.001652606,4.356396,0.00166386,22.47434,0.03739
65,311,-0.09152534,-0.1437026,7.439502,0.1703741,24.24205,4.13022
66,311,-0.0009568539,0.001745333,4.355203,0.001990416,20.73461,0.04127
67,311,-0.1013924,-0.174476,3.271845,0.2017976,19.78167,3.99189
68,311,-0.001181006,0.0009717852,4.341044,0.001529425,21.06422,0.03222
69,311,-0.08546931,-0.2504752,4.485188,0.2646561,21.33096,5.64537
70,311,-0.001859791,0.002032168,4.776349,0.002754729,21.78799,0.06002
71,311,-0.02360508,-0.2015724,7.730347,0.2029498,25.39172,5.15324
72,311,-0.002014487,0.002183961,4.800591,0.002971169,24.21186,0.07194
73,311,-0.07320321,-0.1132594,7.749206,0.1348569,24.98359,3.36921
74,311,-0.00270484,0.002001873,3.543838,0.003365064,20.49119,0.06895
75,311,-0.07448559,-0.1847075,8.139217,0.1991606,31.11727,6.19733
76,311,-0.003723177,0.00159623,2.597939,0.004050925,26.68822,0.10811
77,311,-0.1112671,-0.1974576,6.733024,0.2266492,24.23246,5.49227
78,311,-0.003049101,0.001187692,3.115604,0.003272251,20.56584,0.0673
79,311,-0.01614183,-0.1584515,4.581267,0.1592716,21.98252,3.50119
80,311,-0.003545619,-3.700151E-05,2.793264,0.003545812,22.70507,0.08051
81,311,-0.08602506,-0.1346429,6.925056,0.159778,24.43156,3.90363
82,311,-0.003525893,-0.0005588922,2.86729,0.003569913,20.10169,0.07176
83,311,-0.02364319,-0.1919295,7.693916,0.1933803,30.22923,5.84574
84,311,-0.002628579,-0.0004099349,3.305398,0.002660353,23.20245,0.06173
85,311,-0.07499869,-0.1776133,3.019694,0.1927986,22.09425,4.25974
86,311,-0.003018513,-0.0006041586,3.240257,0.003078381,20.89462,0.06432
87,311,-0.09697505,-0.1901655,5.361538,0.2134645,22.15742,4.72982
88,311,-0.001800236,-0.0001926379,3.532287,0.001810514,19.92237,0.03607
89,311,-0.09796302,-0.1554133,6.163688,0.1837118,22.76187,4.18163
90,311,-0.002417517,-0.0005781238,3.32091,0.002485682,19.96253,0.04962
91,311,-0.08514037,-0.1535672,7.265875,0.1755897,23.97593,4.20993
92,311,-0.001575307,0.0001822822,3.136464,0.001585818,19.97284,0.03167
93,311,-0.1179377,-0.1757916,8.140552,0.2116884,25.16366,5.32685
94,311,-0.001995461,0.0009254422,2.96559,0.002199615,20.24534,0.04453
95,311,-0.1169774,-0.1475923,8.14712,0.1883274,26.1308,4.92115
96,311,-0.001665682,0.00193763,2.880782,0.002555173,22.25667,0.05687
97,311,-0.07476336,-0.1499375,8.178987,0.1675435,25.12123,4.2089
98,311,-0.1137542,0.1128634,8.09704,0.1602441,25.23371,4.04355
99,311,-0.106857,-0.1683835,7.385306,0.1994278,25.77752,5.14075
100,311,-0.1116282,0.1201165,12.50949,0.1639782,35.59083,5.83612
101,311,-0.08337235,-0.1427767,5.08045,0.1653365,29.01651,4.79749
102,311,-0.09790766,0.07956951,16.57129,0.1261635,34.02235,4.29238
103,311,-0.09796354,-0.143034,8.122,0.1733654,25.55151,4.42975
104,311,-0.09653717,0.08602061,16.03252,0.1293019,33.58637,4.34278
105,311,-0.09460979,-0.1703282,3.30382,0.1948402,22.92204,4.46613
106,311,-0.03834646,0.02340965,4.0325,0.0449273,21.4899,0.96548
107,311,-0.08566729,-0.2530454,4.107425,0.2671533,21.25356,5.67796
108,311,-0.0659662,0.04919088,10.00763,0.0822878,32.42464,2.66815
109,311,-0.08558339,-0.1430437,7.712179,0.1666914,27.69276,4.61614
110,311,-0.01353921,0.01965268,6.986323,0.023865,25.69506,0.61321
111,311,-0.0953958,-0.1791994,8.034685,0.2030093,25.29438,5.13499
112,311,-0.01014638,0.01091483,7.143591,0.01490244,23.84024,0.35528
113,311,-0.08284412,-0.2109053,6.454135,0.2265925,22.8423,5.17589
114,311,-0.01124219,0.01290117,5.651906,0.01711219,22.08473,0.37792
115,311,-0.05400294,-0.1164258,4.806175,0.1283405,21.70682,2.78586
116,311,-0.008527652,0.01448151,3.25189,0.01680581,20.36128,0.34219
117,311,-0.07524975,-0.167298,7.183829,0.1834424,24.65936,4.52357
118,311,-0.008552939,0.01419013,6.272191,0.01656842,24.40059,0.40428
119,311,-0.08050591,-0.1659163,7.774358,0.1844165,27.12795,5.00284
120,311,-0.007850155,0.01770461,5.568234,0.01936693,22.85574,0.44265
121,311,-0.07578418,-0.1794486,3.203397,0.1947949,20.29349,3.95307
122,311,-0.002443102,0.002167255,4.043961,0.003265845,21.30435,0.06958
123,311,-0.09267168,-0.1827392,5.2014,0.2048943,23.11401,4.73593
124,311,-0.001777458,0.002144017,4.866432,0.00278499,24.14875,0.06725
125,311,-0.08014163,-0.1498429,5.978228,0.1699282,25.84455,4.39172
126,311,-0.002243012,0.00233225,4.739826,0.003235815,24.38703,0.07891
127,311,-0.09314291,-0.1753006,7.151302,0.1985092,26.1995,5.20084
128,311,-0.002757359,0.002119145,3.741433,0.003477614,24.70625,0.08592
129,311,-0.1110759,-0.1599266,8.151083,0.1947161,30.66106,5.9702
130,311,-0.002611995,0.0009300023,4.554008,0.00277262,28.3385,0.07857
131,311,-0.09185199,-0.1532653,8.63908,0.1786814,26.10818,4.66505
132,311,-0.002464479,0.0006007907,4.125812,0.002536652,21.64727,0.05491
133,311,-0.1041077,-0.156018,8.565289,0.1875634,26.05975,4.88786
134,311,-0.003302627,-0.0001156701,3.193533,0.003304652,22.78967,0.07531
135,311,-0.146418,-0.1562069,8.435808,0.2141001,26.32775,5.63677
136,311,-0.002200559,-0.000150937,4.218369,0.002205729,21.36312,0.04712
137,311,-0.1240592,-0.1464665,8.358085,0.1919456,28.12604,5.39867
138,311,-0.002506075,0.000216672,4.043649,0.002515424,22.08078,0.05554
139,311,-0.08060867,-0.1324437,7.998515,0.1550455,25.57203,3.96483
140,311,-0.001499673,0.0001488262,4.433087,0.00150704,20.8976,0.03149
141,311,-0.08812216,-0.1648623,7.342072,0.1869361,23.65533,4.42203
142,311,-0.001417125,-0.0004425348,3.724099,0.001484615,20.134,0.02989
143,311,-0.08542734,-0.1520333,5.162761,0.1743902,21.99486,3.83569
144,311,-0.001770701,-0.0001205765,3.262128,0.001774802,27.09531,0.04809
145,311,-0.0981463,-0.1575474,8.100712,0.1856176,34.40634,6.38642
146,311,-0.002113178,-0.0003165629,2.978851,0.002136758,28.36926,0.06062
147,311,-0.08505451,-0.1344592,8.120263,0.1591023,32.19233,5.12187
148,311,-0.002851943,0.0006124788,2.633546,0.002916969,25.76316,0.07515
149,311,-0.07767265,-0.1441464,3.398967,0.1637414,20.7422,3.39636
150,311,-0.002948829,0.001902291,2.848336,0.003509174,20.23102,0.07099
151,311,-0.06881081,-0.1895013,3.712201,0.2016077,20.80561,4.19457
152,311,-0.002664962,0.00142476,3.102649,0.003021914,21.74635,0.06572
153,311,-0.07692143,-0.1675792,7.683992,0.1843901,30.83353,5.6854
154,311,-0.1084513,0.05929755,9.276358,0.1236037,33.0005,4.07898
155,311,-0.08453861,-0.1751265,7.945188,0.1944635,32.14425,6.25088
156,311,-0.09171537,0.1003147,15.38473,0.1359218,39.59232,5.38146
157,311,-0.09809627,-0.1958623,6.247443,0.2190546,29.72844,6.51215
158,311,-0.07180004,0.07050785,18.20498,0.100631,41.57094,4.18333
159,311,-0.05984493,-0.1309671,5.057733,0.1439923,22.44593,3.23204
160,311,-0.08184516,0.05468791,16.27938,0.09843474,33.78305,3.32543
161,311,-0.08805335,-0.1429773,7.36687,0.1679164,25.57814,4.29499
162,311,-0.05964478,0.0201144,4.160856,0.06294513,21.85424,1.37562
163,311,-0.06755913,-0.1345351,7.860758,0.1505454,28.40355,4.27602
164,311,-0.06862491,0.05896381,9.951584,0.09047712,26.90294,2.4341
165,311,-0.06138035,-0.1390032,3.474411,0.1519521,20.0264,3.04305
166,311,-0.002746623,0.01298804,6.961865,0.01327528,23.38078,0.31039
167,311,-0.07798016,-0.1525208,5.442876,0.1712995,22.04122,3.77565
168,311,-0.005256076,0.01374831,7.125891,0.01471877,24.15373,0.35551
169,311,-0.09628987,-0.1852623,6.127599,0.2087914,28.43566,5.93712
170,311,-0.009279422,0.02015106,5.509717,0.02218497,29.12457,0.64613
171,311,-0.09760462,-0.1773014,7.407165,0.2023918,31.37734,6.35052
172,311,-0.006973368,0.01108125,3.385322,0.01309282,27.00479,0.35357
173,311,-0.1056195,-0.1723134,8.175279,0.2021073,24.89045,5.03054
174,311,-0.004541833,0.0169826,6.522099,0.01757945,24.18114,0.42509
175,311,-0.0872167,-0.1684361,8.68277,0.1896772,29.25179,5.5484
176,311,-0.004501057,0.01058903,5.974759,0.01150595,22.32646,0.25689
177,311,-0.1189393,-0.1725751,8.80397,0.2095918,25.10777,5.26238
178,311,-0.001166408,0.00161902,4.646628,0.001995428,20.97055,0.04185
179,311,-0.1119846,-0.1553169,8.686634,0.1914782,25.32205,4.84862
180,311,-0.001588189,0.001728714,5.031028,0.002347509,27.21047,0.06388
181,311,-0.09663812,-0.1370358,8.447434,0.1676834,31.57653,5.29486
182,311,-0.001925762,0.001208879,4.987164,0.002273751,28.43942,0.06466
183,311,-0.1216839,-0.08087356,7.956632,0.1461079,24.53433,3.58466
184,311,-0.001575357,0.001410832,5.141267,0.002114756,21.41005,0.04528
185,311,-0.09270649,-0.1512656,7.925745,0.1774141,24.20708,4.29468
186,311,-0.001809148,0.0007173881,5.051148,0.001946192,22.54456,0.04388
187,311,-0.09337368,-0.1691273,7.975251,0.1931908,28.3943,5.48552
188,311,-0.001639982,0.0003732578,4.920833,0.001681922,21.18441,0.03563
189,311,-0.08776204,-0.1548999,7.256324,0.1780342,23.80663,4.23839
