Node ID,Time,U,V,Water Depth,Velocity mag.,Water surface,Inflow
1,18,-0.03952908,-0.1056472,6.153155,0.1128002,25.00461,2.82052
2,18,-0.01597396,0.0185154,6.621965,0.02445378,22.9671,0.56163
3,18,-0.03952907,-0.1056472,7.502085,0.1128002,23.97405,2.70428
4,18,-0.01205347,0.020762,5.864697,0.02400723,22.88351,0.54937
5,18,-0.03952907,-0.1056472,8.581153,0.1128002,25.43639,2.86923
6,18,-0.009359919,0.01299112,3.312181,0.01601178,22.81812,0.36536
7,18,-0.03952907,-0.1056472,8.160428,0.1128001,30.54183,3.44512
8,18,0.001496329,0.003195406,4.086272,0.003528401,26.15448,0.09228
9,18,-0.03952907,-0.1056472,7.686043,0.1128002,28.86881,3.25641
10,18,0.0003041252,0.003516357,4.783197,0.003529484,21.79442,0.07692
11,18,-0.03952908,-0.1056472,5.851614,0.1128002,23.29076,2.6272
12,18,-0.0006917525,0.002904915,4.801431,0.002986144,22.11082,0.06603
13,18,-0.03952907,-0.1056472,3.400206,0.1128001,21.49418,2.42455
14,18,-0.002043074,0.002856012,4.931835,0.003511546,25.3913,0.08916
15,18,-0.06062662,-0.1028078,4.115426,0.1193525,27.53962,3.28692
16,18,-0.002354944,0.003916415,4.904871,0.00456991,26.7435,0.12222
17,18,-0.07314481,-0.1497298,5.846458,0.1666409,24.51873,4.08582
18,18,-0.002972306,0.005173597,3.753874,0.005966633,23.05717,0.13757
19,18,0.007229075,-0.1299767,8.245627,0.1301776,30.83004,4.01338
20,18,-0.004706362,0.005667018,2.631282,0.007366473,24.9429,0.18374
21,18,-0.05614105,-0.1674237,7.025714,0.1765857,24.43963,4.31569
22,18,-0.005021486,0.005387738,2.265764,0.007364988,19.38771,0.14279
23,18,-0.04410607,-0.07533649,7.896474,0.08729795,24.8152,2.16632
24,18,-0.005646589,0.00464615,2.450898,0.007312365,19.70113,0.14406
25,18,-0.05219545,-0.151591,6.844512,0.1603253,27.44798,4.4006
26,18,-0.005477771,0.004130482,2.928431,0.006860529,21.11772,0.14488
27,18,-0.03890287,-0.06959635,4.286507,0.07973133,27.48022,2.19103
28,18,-0.004815931,0.003657236,3.178699,0.006047195,23.77002,0.14374
29,18,-0.09579807,-0.2268708,2.751457,0.2462674,21.28289,5.24128
30,18,-0.005559035,0.003755963,3.293973,0.006708959,21.36163,0.14331
31,18,-0.067354,-0.1144518,4.612269,0.1327998,22.39206,2.97366
32,18,-0.005130461,0.005093697,3.346552,0.007229619,23.11671,0.16713
33,18,-0.0657481,-0.09695339,5.763337,0.1171442,23.31213,2.73088
34,18,-0.00735728,0.008442322,3.18693,0.01119832,26.07738,0.29202
35,18,-0.07146616,-0.1082364,5.453299,0.1297017,28.4784,3.6937
36,18,-0.004472311,0.01211307,2.529984,0.01291232,19.85114,0.25632
37,18,-0.06673038,-0.1131407,3.57551,0.1313536,21.02508,2.76172
38,18,-0.06352324,0.07294926,9.506439,0.09673054,26.74243,2.58681
39,18,-0.08591187,-0.2281448,4.742916,0.2437845,21.71304,5.2933
40,18,-0.0614645,0.07891091,12.8369,0.1000241,33.08663,3.30946
41,18,-0.02695942,-0.05631894,7.815647,0.06243904,25.95881,1.62084
42,18,-0.07747549,0.06362071,15.62152,0.1002499,32.83887,3.29209
43,18,-0.06135654,-0.1075595,8.087075,0.1238292,31.20028,3.86351
44,18,-0.05261054,0.07428784,14.9977,0.0910305,35.01328,3.18728
45,18,-0.08040344,-0.1499478,6.787067,0.1701442,25.39215,4.32033
46,18,-0.02804432,0.01042138,1.447953,0.02991804,19.50305,0.58349
47,18,-0.03175448,-0.1140334,7.660126,0.1183721,24.49403,2.89941
48,18,-0.05111923,0.0535339,8.78005,0.07402063,25.57412,1.89301
49,18,-0.02716818,-0.07923138,4.451145,0.0837599,21.27806,1.78225
50,18,-0.009156777,0.01989464,6.976215,0.02190076,24.59196,0.53858
51,18,-0.05676484,-0.1229833,6.826046,0.1354516,26.5826,3.60066
52,18,-0.01139769,0.02513003,7.156367,0.02759394,24.06261,0.66398
53,18,-0.06864112,-0.1625572,2.796362,0.1764552,25.83561,4.55883
54,18,-0.01074295,0.01935773,5.399393,0.02213893,28.75044,0.6365
55,18,-0.04815308,-0.08764236,5.22788,0.09999952,22.74598,2.27459
56,18,-0.01293487,0.01881371,2.89663,0.02283126,20.20897,0.4614
57,18,-0.07423071,-0.1064782,6.026383,0.1297991,23.22613,3.01473
58,18,-0.007595854,0.01783367,6.392626,0.01938393,26.46109,0.51292
59,18,-0.06934196,-0.09994769,7.325896,0.1216464,24.97754,3.03843
60,18,-0.01022976,0.01932994,5.296705,0.02186994,22.51856,0.49248
61,18,-0.06897952,-0.1022378,7.413257,0.1233318,30.31108,3.73832
62,18,0.000330775,0.002431119,4.160369,0.002453518,24.49386,0.0601
63,18,-0.07243821,-0.1048833,5.124952,0.1274669,24.4055,3.11089
64,18,-0.0003200065,0.002737368,4.346394,0.002756009,22.46434,0.06191
65,18,-0.06359263,-0.1023274,7.429482,0.1204779,24.23203,2.91942
66,18,-0.001570176,0.002864053,4.345201,0.003266229,20.72461,0.06769
67,18,-0.06769961,-0.1164975,3.261823,0.1347401,19.77164,2.66403
68,18,-0.002038414,0.0016773,4.331044,0.002639785,21.05421,0.05558
69,18,-0.05749569,-0.1684961,4.475164,0.1780356,21.32094,3.79589
70,18,-0.003173515,0.003248049,4.766346,0.004541038,21.77799,0.09889
71,18,-0.01746667,-0.1130464,7.720334,0.1143878,25.3817,2.90336
72,18,-0.003111539,0.004012951,4.79059,0.005077938,24.20186,0.1229
73,18,-0.05533016,-0.08741367,7.73918,0.1034533,24.97356,2.5836
74,18,-0.003987063,0.004387985,3.533837,0.005928834,20.48119,0.12143
75,18,-0.0543148,-0.1224741,8.129204,0.1339777,31.10725,4.16768
76,18,-0.00501187,0.004237018,2.587938,0.006562862,26.67822,0.17509
77,18,-0.07358482,-0.1344596,6.722999,0.1532779,24.22243,3.71276
78,18,-0.004890552,0.00382203,3.105603,0.006206884,20.55584,0.12759
79,18,-0.02754765,-0.1042947,4.571258,0.1078715,21.97251,2.37021
80,18,-0.004724566,0.003681227,2.783265,0.005989403,22.69507,0.13593
81,18,-0.05151409,-0.09925914,6.915031,0.1118306,24.42153,2.73107
82,18,-0.004720217,0.003799229,2.857288,0.006059257,20.09169,0.12174
83,18,-0.0278991,-0.1108273,7.683898,0.1142849,30.21921,3.4536
84,18,-0.00588574,0.00239236,3.295397,0.006353371,23.19244,0.14735
85,18,-0.04908968,-0.1162551,3.009673,0.1261945,22.08423,2.78691
86,18,-0.006043158,0.002712166,3.23025,0.006623867,20.88461,0.13834
87,18,-0.06220111,-0.1219748,5.351516,0.136919,22.1474,3.0324
88,18,-0.005604891,0.003590604,3.522285,0.006656368,19.91237,0.13254
89,18,-0.06624836,-0.1055149,6.153667,0.1245883,22.75185,2.83461
90,18,-0.00879478,0.00404514,3.310915,0.00968046,19.95254,0.19315
91,18,-0.0567196,-0.1073415,7.25584,0.1214056,23.9659,2.90959
92,18,-0.01013856,0.006484099,3.126482,0.0120347,19.96286,0.24025
93,18,-0.07779533,-0.1143837,8.130548,0.138332,25.15365,3.47955
94,18,-0.01418428,0.009153406,2.955582,0.01688131,20.23533,0.3416
95,18,-0.07487187,-0.1044626,8.137093,0.1285233,26.12077,3.35713
96,18,-0.01251352,0.01455654,2.870798,0.01919586,22.24668,0.42704
97,18,-0.05786999,-0.1033338,8.168955,0.1184349,25.11119,2.97404
98,18,-0.08139255,0.08075519,8.08705,0.1146566,25.22372,2.89207
99,18,-0.07075083,-0.1122828,7.375283,0.1327144,25.7675,3.41972
100,18,-0.07971154,0.08650538,12.49949,0.1176312,35.58082,4.18542
101,18,-0.06259687,-0.1062747,5.070427,0.1233397,29.00649,3.57765
102,18,-0.07027563,0.05769065,16.56131,0.09092236,34.01236,3.09248
103,18,-0.06560984,-0.09694058,8.111975,0.1170561,25.54149,2.98979
104,18,-0.07064737,0.06332626,16.02225,0.09487501,33.5761,3.18553
105,18,-0.06240764,-0.1123539,3.293796,0.1285228,22.91201,2.94472
106,18,-0.02911802,0.0177759,4.02885,0.03411512,21.48625,0.73301
107,18,-0.05368535,-0.1585766,4.09741,0.1674176,21.24355,3.55655
108,18,-0.04944902,0.03676492,9.999697,0.0616187,32.4167,1.99748
109,18,-0.06315518,-0.1008344,7.702155,0.1189796,27.68273,3.29368
110,18,-0.01777842,0.02609605,6.976321,0.03157651,25.68506,0.81104
111,18,-0.06046906,-0.1180838,8.024666,0.1326661,25.28436,3.35438
112,18,-0.01334419,0.01464078,7.133577,0.01980959,23.83022,0.47207
113,18,-0.05594708,-0.1313203,6.444103,0.1427413,22.83227,3.25911
114,18,-0.01502663,0.01758794,5.641751,0.02313299,22.07458,0.51065
115,18,-0.04210116,-0.09741076,4.796164,0.1061196,21.6968,2.30246
116,18,-0.01173465,0.01992757,3.243127,0.02312596,20.35252,0.47067
117,18,-0.05151196,-0.1029491,7.1738,0.1151174,24.64933,2.83757
118,18,-0.0111903,0.01864189,6.262188,0.02174265,24.39059,0.53032
119,18,-0.05217841,-0.1124253,7.764344,0.1239437,27.11793,3.3611
120,18,-0.01035001,0.02334259,5.558229,0.02553427,22.84574,0.58335
121,18,-0.04530843,-0.1072854,3.193363,0.1164603,20.28346,2.36222
122,18,-0.004170095,0.003699256,4.033958,0.005574422,21.29435,0.1187
123,18,-0.06277581,-0.1237876,5.191381,0.1387954,23.10399,3.20673
124,18,-0.002868297,0.004072736,4.856431,0.004981396,24.13875,0.12024
125,18,-0.05486465,-0.1057594,5.968203,0.1191435,25.83452,3.07802
126,18,-0.003518951,0.00403879,4.729825,0.005356757,24.37703,0.13058
127,18,-0.06209826,-0.1152696,7.141278,0.1309323,26.18947,3.42905
128,18,-0.004477828,0.004777336,3.731433,0.006547815,24.69626,0.16171
129,18,-0.07221311,-0.1102071,8.141083,0.1317587,30.65106,4.03854
130,18,-0.004334135,0.002526041,4.544008,0.005016534,28.3285,0.14211
131,18,-0.06247468,-0.1066451,8.629038,0.1235972,26.09814,3.22566
132,18,-0.00458495,0.003227172,4.11581,0.005606818,21.63727,0.12132
133,18,-0.06809185,-0.1053043,8.555287,0.1254013,26.04975,3.26667
134,18,-0.004896862,0.003267912,3.183531,0.005887148,22.77967,0.13411
135,18,-0.0905479,-0.1023312,8.425806,0.1366404,26.31774,3.59607
136,18,-0.005105612,0.001919336,4.208369,0.005454459,21.35312,0.11647
137,18,-0.0776345,-0.09968304,8.348078,0.126348,28.11604,3.55241
138,18,-0.005168981,0.002782904,4.03365,0.005870513,22.07079,0.12957
139,18,-0.05998386,-0.09715588,7.988493,0.1141811,25.562,2.9187
140,18,-0.005215831,0.0009976813,4.423079,0.005310392,20.8876,0.11092
141,18,-0.05782166,-0.1069398,7.33205,0.1215709,23.64531,2.87458
