Node ID,Time,U,V,Water Depth,Velocity mag.,Water surface,Inflow
1,145,0,0,6.123774,0,24.97523,0
2,145,0,0,7.472549,0,23.81768,0
3,145,0,0,8.551717,0,25.02369,0
4,145,0,0,8.13084,0,25.14965,0
5,145,0,0,7.656543,0,24.51178,0
6,145,0,0,5.82214,0,25.32807,0
7,145,0,0,3.370672,0,25.75207,0
8,145,-0.0002049438,-0.000347534,4.085381,0.0004034624,26.15359,0.01055
9,145,0,0,5.816744,0,26.99951,0
10,145,-7.292792E-06,2.657054E-06,8.215837,7.76175E-06,25.22706,0.0002
11,145,-5.693297E-06,8.966492E-06,6.995792,1.062128E-05,24.43493,0.00026
12,145,-1.654516E-05,1.178629E-05,7.866628,2.031401E-05,25.17602,0.00051
13,145,6.5205E-06,-2.621289E-05,6.814642,2.701171E-05,24.90862,0.00067
14,145,9.932017E-06,2.81151E-05,4.256721,2.981784E-05,24.71619,0.00074
15,145,-2.02909E-05,-4.805329E-05,2.721506,5.216167E-05,26.1457,0.00136
16,145,-0.0001889709,-0.0003211102,4.582214,0.0003725879,26.42084,0.00984
17,145,-0.0002451055,-0.0003315748,5.733283,0.0004123331,24.40555,0.01006
18,145,-0.0002392762,-0.0002666591,5.423244,0.0003582739,24.72654,0.00886
19,145,-0.0001625152,-0.000275543,3.545463,0.0003198986,26.12988,0.00836
20,145,6.998438E-06,1.858483E-05,4.712804,1.985885E-05,27.02443,0.00054
21,145,1.713292E-05,-1.692567E-05,7.785576,2.408351E-05,25.1995,0.00061
22,145,1.001904E-05,-2.228466E-06,8.056995,1.026388E-05,25.17894,0.00026
23,145,8.923572E-06,-9.794077E-06,6.757002,1.324968E-05,23.67573,0.00031
24,145,2.8907E-05,-2.752639E-05,7.630029,3.991638E-05,24.88026,0.00099
25,145,3.915098E-05,3.375665E-05,4.421064,5.169439E-05,25.02453,0.00129
26,145,-3.144494E-05,6.200798E-07,6.795978,3.145105E-05,24.98526,0.00079
27,145,1.038396E-05,2.459149E-05,2.76629,2.669397E-05,25.96001,0.00069
28,145,-0.0002540112,-0.0004623203,5.197827,0.0005275052,25.78914,0.0136
29,145,-0.0002005358,-0.0002636147,5.996343,0.000331221,24.52777,0.00812
30,145,-0.0001897859,-0.0003346826,7.295834,0.0003847482,25.36349,0.00976
31,145,-0.0002009114,-0.0001769033,7.383216,0.0002676942,25.16301,0.00674
32,145,-0.0002065382,-0.0002612815,5.094897,0.0003330556,24.86506,0.00828
33,145,-0.0001861712,-0.0002021743,7.39944,0.0002748348,24.94823,0.00686
34,145,-0.0001434243,-0.0002468044,3.231776,0.0002854522,26.12222,0.00746
35,145,9.110638E-07,2.669951E-06,4.445106,2.821112E-06,27.47021,0.00008
36,145,-9.524156E-06,2.154481E-05,7.690284,2.355607E-05,25.01144,0.00059
37,145,-1.859431E-05,-1.429251E-05,7.709134,2.34526E-05,25.15871,0.00059
38,145,-6.730912E-06,6.92053E-06,8.099153,9.653958E-06,25.33514,0.00024
39,145,-9.811032E-06,9.374267E-06,6.692955,1.356957E-05,23.66308,0.00032
40,145,-2.309974E-05,-6.667418E-06,4.541213,2.404272E-05,24.79094,0.0006
41,145,-1.418174E-05,-2.583166E-06,6.884983,1.441508E-05,25.02815,0.00036
42,145,-7.281659E-06,1.286023E-05,7.653846,1.477863E-05,24.8712,0.00037
43,145,1.507002E-05,3.568911E-05,2.97963,3.87404E-05,26.09284,0.00101
